statusy_wizyt_id,status,opis
31647,Zakonczona,
31648,Zakonczona,
31649,Zakonczona,
31650,Zakonczona,
31651,Zakonczona,
31652,Zakonczona,
31653,Zakonczona,
31654,Zakonczona,
31655,Zakonczona,
31656,Zakonczona,
31657,Zakonczona,
31658,Zakonczona,
31659,Zakonczona,
31660,Zakonczona,
31661,Zakonczona,
31662,Zakonczona,
31663,Zakonczona,
31664,Oczekujaca,
31665,Zakonczona,
31666,Zakonczona,
31667,Zakonczona,
31668,Zakonczona,
31669,Zakonczona,
31670,Zakonczona,
31671,Zakonczona,
31672,Zakonczona,
31673,Zakonczona,
31674,Zakonczona,
31675,Zakonczona,
31676,Zakonczona,
31677,Zakonczona,
31678,Zakonczona,
31679,Zakonczona,
31680,Zakonczona,
31681,Zakonczona,
31682,Zakonczona,
31683,Zakonczona,
31684,Zakonczona,
31685,Zakonczona,
31686,Zakonczona,
31687,Zakonczona,
31688,Zakonczona,
31689,Zakonczona,
31690,Oczekujaca,
31691,Zakonczona,
31692,Zakonczona,
31693,Zakonczona,
31694,Zakonczona,
31695,Zakonczona,
31696,Zakonczona,
31697,Zakonczona,
31698,Zakonczona,
31699,Zakonczona,
31700,Zakonczona,
31701,Zakonczona,
31702,Zakonczona,
31703,Zakonczona,
31704,Zakonczona,
31705,Zakonczona,
31706,Zakonczona,
31707,Zakonczona,
31708,Zakonczona,
31709,Zakonczona,
31710,Zakonczona,
31711,Zakonczona,
31712,Zakonczona,
31713,Zakonczona,
31714,Zakonczona,
31715,Zakonczona,
31716,Zakonczona,
31717,Zakonczona,
31718,Zakonczona,
31719,Oczekujaca,
31720,Zakonczona,
31721,Zakonczona,
31722,Zakonczona,
31723,Zakonczona,
31724,Zakonczona,
31725,Zakonczona,
31726,Zakonczona,
31727,Zakonczona,
31728,Zakonczona,
31729,Zakonczona,
31730,Zakonczona,
31731,Zakonczona,
31732,Zakonczona,
31733,Zakonczona,
31734,Zakonczona,
31735,Zakonczona,
31736,Odwolana,
31737,Zakonczona,
31738,Zakonczona,
31739,Zakonczona,
31740,Zakonczona,
31741,Zakonczona,
31742,Zakonczona,
31743,Zakonczona,
31744,Zakonczona,
31745,Zakonczona,
31746,Zakonczona,
31747,Zakonczona,
31748,Zakonczona,
31749,Oczekujaca,
31750,Zakonczona,
31751,Zakonczona,
31752,Zakonczona,
31753,Zakonczona,
31754,Zakonczona,
31755,Zakonczona,
31756,Zakonczona,
31757,Zakonczona,
31758,Zakonczona,
31759,Zakonczona,
31760,Oczekujaca,
31761,Zakonczona,
31762,Zakonczona,
31763,Zakonczona,
31764,Zakonczona,
31765,Zakonczona,
31766,Zakonczona,
31767,Zakonczona,
31768,Zakonczona,
31769,Zakonczona,
31770,Zakonczona,
31771,Zakonczona,
31772,Zakonczona,
31773,Zakonczona,
31774,Zakonczona,
31775,Zakonczona,
31776,Zakonczona,
31777,Zakonczona,
31778,Zakonczona,
31779,Zakonczona,
31780,Zakonczona,
31781,Zakonczona,
31782,Zakonczona,
31783,Zakonczona,
31784,Zakonczona,
31785,Zakonczona,
31786,Zakonczona,
31787,Zakonczona,
31788,Zakonczona,
31789,Zakonczona,
31790,Zakonczona,
31791,Zakonczona,
31792,Zakonczona,
31793,Zakonczona,
31794,Zakonczona,
31795,Zakonczona,
31796,Zakonczona,
31797,Zakonczona,
31798,Zakonczona,
31799,Odwolana,
31800,Zakonczona,
31801,Zakonczona,
31802,Odwolana,
31803,Odwolana,
31804,Zakonczona,
31805,Zakonczona,
31806,Zakonczona,
31807,Oczekujaca,
31808,Zakonczona,
31809,Zakonczona,
31810,Zakonczona,
31811,Zakonczona,
31812,Oczekujaca,
31813,Zakonczona,
31814,Oczekujaca,
31815,Zakonczona,
31816,Zakonczona,
31817,Zakonczona,
31818,Zakonczona,
31819,Zakonczona,
31820,Odwolana,
31821,Zakonczona,
31822,Zakonczona,
31823,Zakonczona,
31824,Zakonczona,
31825,Zakonczona,
31826,Zakonczona,
31827,Zakonczona,
31828,Zakonczona,
31829,Odwolana,
31830,Zakonczona,
31831,Zakonczona,
31832,Zakonczona,
31833,Zakonczona,
31834,Zakonczona,
31835,Zakonczona,
31836,Zakonczona,
31837,Zakonczona,
31838,Odwolana,
31839,Zakonczona,
31840,Zakonczona,
31841,Zakonczona,
31842,Zakonczona,
31843,Zakonczona,
31844,Zakonczona,
31845,Zakonczona,
31846,Zakonczona,
31847,Zakonczona,
31848,Zakonczona,
31849,Zakonczona,
31850,Zakonczona,
31851,Zakonczona,
31852,Odwolana,
31853,Zakonczona,
31854,Zakonczona,
31855,Zakonczona,
31856,Zakonczona,
31857,Zakonczona,
31858,Zakonczona,
31859,Zakonczona,
31860,Zakonczona,
31861,Oczekujaca,
31862,Odwolana,
31863,Zakonczona,
31864,Zakonczona,
31865,Zakonczona,
31866,Zakonczona,
31867,Zakonczona,
31868,Zakonczona,
31869,Zakonczona,
31870,Zakonczona,
31871,Zakonczona,
31872,Zakonczona,
31873,Zakonczona,
31874,Odwolana,
31875,Zakonczona,
31876,Zakonczona,
31877,Zakonczona,
31878,Zakonczona,
31879,Zakonczona,
31880,Zakonczona,
31881,Zakonczona,
31882,Zakonczona,
31883,Zakonczona,
31884,Zakonczona,
31885,Zakonczona,
31886,Zakonczona,
31887,Zakonczona,
31888,Zakonczona,
31889,Zakonczona,
31890,Zakonczona,
31891,Zakonczona,
31892,Zakonczona,
31893,Zakonczona,
31894,Zakonczona,
31895,Zakonczona,
31896,Zakonczona,
31897,Zakonczona,
31898,Zakonczona,
31899,Zakonczona,
31900,Zakonczona,
31901,Zakonczona,
31902,Zakonczona,
31903,Zakonczona,
31904,Zakonczona,
31905,Zakonczona,
31906,Zakonczona,
31907,Zakonczona,
31908,Zakonczona,
31909,Zakonczona,
31910,Zakonczona,
31911,Zakonczona,
31912,Zakonczona,
31913,Zakonczona,
31914,Zakonczona,
31915,Zakonczona,
31916,Zakonczona,
31917,Zakonczona,
31918,Zakonczona,
31919,Zakonczona,
31920,Odwolana,
31921,Zakonczona,
31922,Zakonczona,
31923,Zakonczona,
31924,Zakonczona,
31925,Zakonczona,
31926,Odwolana,
31927,Zakonczona,
31928,Oczekujaca,
31929,Zakonczona,
31930,Zakonczona,
31931,Zakonczona,
31932,Zakonczona,
31933,Zakonczona,
31934,Zakonczona,
31935,Odwolana,
31936,Zakonczona,
31937,Zakonczona,
31938,Zakonczona,
31939,Zakonczona,
31940,Zakonczona,
31941,Zakonczona,
31942,Zakonczona,
31943,Zakonczona,
31944,Zakonczona,
31945,Zakonczona,
31946,Zakonczona,
31947,Zakonczona,
31948,Zakonczona,
31949,Zakonczona,
31950,Oczekujaca,
31951,Zakonczona,
31952,Zakonczona,
31953,Zakonczona,
31954,Oczekujaca,
31955,Zakonczona,
31956,Odwolana,
31957,Zakonczona,
31958,Zakonczona,
31959,Oczekujaca,
31960,Zakonczona,
31961,Zakonczona,
31962,Zakonczona,
31963,Oczekujaca,
31964,Zakonczona,
31965,Zakonczona,
31966,Zakonczona,
31967,Zakonczona,
31968,Zakonczona,
31969,Zakonczona,
31970,Odwolana,
31971,Zakonczona,
31972,Zakonczona,
31973,Zakonczona,
31974,Zakonczona,
31975,Zakonczona,
31976,Zakonczona,
31977,Oczekujaca,
31978,Zakonczona,
31979,Zakonczona,
31980,Zakonczona,
31981,Oczekujaca,
31982,Zakonczona,
31983,Zakonczona,
31984,Zakonczona,
31985,Zakonczona,
31986,Zakonczona,
31987,Zakonczona,
31988,Zakonczona,
31989,Odwolana,
31990,Zakonczona,
31991,Zakonczona,
31992,Zakonczona,
31993,Zakonczona,
31994,Zakonczona,
31995,Zakonczona,
31996,Oczekujaca,
31997,Zakonczona,
31998,Zakonczona,
31999,Zakonczona,
32000,Zakonczona,
32001,Zakonczona,
32002,Zakonczona,
32003,Zakonczona,
32004,Zakonczona,
32005,Zakonczona,
32006,Zakonczona,
32007,Zakonczona,
32008,Zakonczona,
32009,Zakonczona,
32010,Zakonczona,
32011,Zakonczona,
32012,Zakonczona,
32013,Zakonczona,
32014,Zakonczona,
32015,Zakonczona,
32016,Zakonczona,
32017,Zakonczona,
32018,Zakonczona,
32019,Zakonczona,
32020,Zakonczona,
32021,Zakonczona,
32022,Oczekujaca,
32023,Zakonczona,
32024,Oczekujaca,
32025,Oczekujaca,
32026,Zakonczona,
32027,Zakonczona,
32028,Odwolana,
32029,Zakonczona,
32030,Zakonczona,
32031,Zakonczona,
32032,Zakonczona,
32033,Zakonczona,
32034,Zakonczona,
32035,Oczekujaca,
32036,Zakonczona,
32037,Zakonczona,
32038,Zakonczona,
32039,Zakonczona,
32040,Zakonczona,
32041,Zakonczona,
32042,Zakonczona,
32043,Zakonczona,
32044,Odwolana,
32045,Zakonczona,
32046,Zakonczona,
32047,Zakonczona,
32048,Oczekujaca,
32049,Zakonczona,
32050,Zakonczona,
32051,Zakonczona,
32052,Zakonczona,
32053,Zakonczona,
32054,Zakonczona,
32055,Zakonczona,
32056,Zakonczona,
32057,Odwolana,
32058,Odwolana,
32059,Zakonczona,
32060,Zakonczona,
32061,Zakonczona,
32062,Zakonczona,
32063,Zakonczona,
32064,Zakonczona,
32065,Zakonczona,
32066,Zakonczona,
32067,Zakonczona,
32068,Zakonczona,
32069,Zakonczona,
32070,Zakonczona,
32071,Zakonczona,
32072,Zakonczona,
32073,Zakonczona,
32074,Zakonczona,
32075,Zakonczona,
32076,Oczekujaca,
32077,Zakonczona,
32078,Zakonczona,
32079,Zakonczona,
32080,Oczekujaca,
32081,Zakonczona,
32082,Zakonczona,
32083,Zakonczona,
32084,Zakonczona,
32085,Zakonczona,
32086,Zakonczona,
32087,Zakonczona,
32088,Zakonczona,
32089,Zakonczona,
32090,Zakonczona,
32091,Zakonczona,
32092,Zakonczona,
32093,Zakonczona,
32094,Zakonczona,
32095,Zakonczona,
32096,Zakonczona,
32097,Zakonczona,
32098,Zakonczona,
32099,Zakonczona,
32100,Zakonczona,
32101,Zakonczona,
32102,Oczekujaca,
32103,Zakonczona,
32104,Zakonczona,
32105,Zakonczona,
32106,Odwolana,
32107,Oczekujaca,
32108,Zakonczona,
32109,Oczekujaca,
32110,Oczekujaca,
32111,Zakonczona,
32112,Zakonczona,
32113,Zakonczona,
32114,Zakonczona,
32115,Zakonczona,
32116,Zakonczona,
32117,Zakonczona,
32118,Zakonczona,
32119,Zakonczona,
32120,Zakonczona,
32121,Zakonczona,
32122,Odwolana,
32123,Zakonczona,
32124,Zakonczona,
32125,Zakonczona,
32126,Zakonczona,
32127,Zakonczona,
32128,Zakonczona,
32129,Zakonczona,
32130,Zakonczona,
32131,Zakonczona,
32132,Zakonczona,
32133,Zakonczona,
32134,Zakonczona,
32135,Zakonczona,
32136,Zakonczona,
32137,Zakonczona,
32138,Zakonczona,
32139,Zakonczona,
32140,Zakonczona,
32141,Zakonczona,
32142,Zakonczona,
32143,Zakonczona,
32144,Zakonczona,
32145,Oczekujaca,
32146,Zakonczona,
32147,Zakonczona,
32148,Zakonczona,
32149,Zakonczona,
32150,Zakonczona,
32151,Zakonczona,
32152,Zakonczona,
32153,Zakonczona,
32154,Zakonczona,
32155,Zakonczona,
32156,Zakonczona,
32157,Zakonczona,
32158,Zakonczona,
32159,Oczekujaca,
32160,Zakonczona,
32161,Zakonczona,
32162,Zakonczona,
32163,Zakonczona,
32164,Zakonczona,
32165,Zakonczona,
32166,Zakonczona,
32167,Zakonczona,
32168,Zakonczona,
32169,Oczekujaca,
32170,Zakonczona,
32171,Zakonczona,
32172,Oczekujaca,
32173,Zakonczona,
32174,Zakonczona,
32175,Zakonczona,
32176,Zakonczona,
32177,Zakonczona,
32178,Zakonczona,
32179,Zakonczona,
32180,Zakonczona,
32181,Zakonczona,
32182,Zakonczona,
32183,Zakonczona,
32184,Zakonczona,
32185,Zakonczona,
32186,Zakonczona,
32187,Zakonczona,
32188,Zakonczona,
32189,Zakonczona,
32190,Zakonczona,
32191,Zakonczona,
32192,Oczekujaca,
32193,Zakonczona,
32194,Zakonczona,
32195,Zakonczona,
32196,Odwolana,
32197,Zakonczona,
32198,Zakonczona,
32199,Zakonczona,
32200,Zakonczona,
32201,Zakonczona,
32202,Zakonczona,
32203,Zakonczona,
32204,Zakonczona,
32205,Zakonczona,
32206,Zakonczona,
32207,Zakonczona,
32208,Zakonczona,
32209,Zakonczona,
32210,Zakonczona,
32211,Zakonczona,
32212,Zakonczona,
32213,Zakonczona,
32214,Zakonczona,
32215,Zakonczona,
32216,Zakonczona,
32217,Zakonczona,
32218,Zakonczona,
32219,Zakonczona,
32220,Odwolana,
32221,Zakonczona,
32222,Odwolana,
32223,Zakonczona,
32224,Zakonczona,
32225,Zakonczona,
32226,Zakonczona,
32227,Zakonczona,
32228,Zakonczona,
32229,Zakonczona,
32230,Zakonczona,
32231,Oczekujaca,
32232,Zakonczona,
32233,Odwolana,
32234,Zakonczona,
32235,Zakonczona,
32236,Zakonczona,
32237,Zakonczona,
32238,Zakonczona,
32239,Zakonczona,
32240,Zakonczona,
32241,Zakonczona,
32242,Zakonczona,
32243,Zakonczona,
32244,Odwolana,
32245,Zakonczona,
32246,Oczekujaca,
32247,Zakonczona,
32248,Zakonczona,
32249,Zakonczona,
32250,Zakonczona,
32251,Zakonczona,
32252,Zakonczona,
32253,Zakonczona,
32254,Zakonczona,
32255,Zakonczona,
32256,Zakonczona,
32257,Zakonczona,
32258,Zakonczona,
32259,Zakonczona,
32260,Zakonczona,
32261,Zakonczona,
32262,Odwolana,
32263,Zakonczona,
32264,Zakonczona,
32265,Zakonczona,
32266,Zakonczona,
32267,Zakonczona,
32268,Zakonczona,
32269,Zakonczona,
32270,Zakonczona,
32271,Zakonczona,
32272,Zakonczona,
32273,Zakonczona,
32274,Zakonczona,
32275,Zakonczona,
32276,Zakonczona,
32277,Zakonczona,
32278,Zakonczona,
32279,Zakonczona,
32280,Zakonczona,
32281,Zakonczona,
32282,Oczekujaca,
32283,Zakonczona,
32284,Zakonczona,
32285,Zakonczona,
32286,Zakonczona,
32287,Oczekujaca,
32288,Zakonczona,
32289,Zakonczona,
32290,Zakonczona,
32291,Zakonczona,
32292,Zakonczona,
32293,Zakonczona,
32294,Zakonczona,
32295,Zakonczona,
32296,Zakonczona,
32297,Zakonczona,
32298,Zakonczona,
32299,Zakonczona,
32300,Zakonczona,
32301,Odwolana,
32302,Zakonczona,
32303,Oczekujaca,
32304,Oczekujaca,
32305,Zakonczona,
32306,Zakonczona,
32307,Zakonczona,
32308,Zakonczona,
32309,Zakonczona,
32310,Zakonczona,
32311,Oczekujaca,
32312,Zakonczona,
32313,Zakonczona,
32314,Zakonczona,
32315,Zakonczona,
32316,Zakonczona,
32317,Zakonczona,
32318,Zakonczona,
32319,Zakonczona,
32320,Zakonczona,
32321,Zakonczona,
32322,Zakonczona,
32323,Zakonczona,
32324,Zakonczona,
32325,Zakonczona,
32326,Zakonczona,
32327,Zakonczona,
32328,Zakonczona,
32329,Zakonczona,
32330,Zakonczona,
32331,Zakonczona,
32332,Zakonczona,
32333,Zakonczona,
32334,Zakonczona,
32335,Odwolana,
32336,Zakonczona,
32337,Zakonczona,
32338,Zakonczona,
32339,Zakonczona,
32340,Oczekujaca,
32341,Zakonczona,
32342,Zakonczona,
32343,Zakonczona,
32344,Zakonczona,
32345,Zakonczona,
32346,Zakonczona,
32347,Zakonczona,
32348,Zakonczona,
32349,Zakonczona,
32350,Odwolana,
32351,Zakonczona,
32352,Zakonczona,
32353,Zakonczona,
32354,Zakonczona,
32355,Zakonczona,
32356,Zakonczona,
32357,Zakonczona,
32358,Zakonczona,
32359,Zakonczona,
32360,Zakonczona,
32361,Zakonczona,
32362,Zakonczona,
32363,Zakonczona,
32364,Zakonczona,
32365,Zakonczona,
32366,Zakonczona,
32367,Zakonczona,
32368,Zakonczona,
32369,Zakonczona,
32370,Zakonczona,
32371,Zakonczona,
32372,Zakonczona,
32373,Zakonczona,
32374,Zakonczona,
32375,Odwolana,
32376,Zakonczona,
32377,Zakonczona,
32378,Zakonczona,
32379,Zakonczona,
32380,Zakonczona,
32381,Zakonczona,
32382,Zakonczona,
32383,Zakonczona,
32384,Zakonczona,
32385,Zakonczona,
32386,Oczekujaca,
32387,Oczekujaca,
32388,Zakonczona,
32389,Zakonczona,
32390,Zakonczona,
32391,Zakonczona,
32392,Zakonczona,
32393,Zakonczona,
32394,Oczekujaca,
32395,Zakonczona,
32396,Zakonczona,
32397,Zakonczona,
32398,Zakonczona,
32399,Zakonczona,
32400,Odwolana,
32401,Oczekujaca,
32402,Zakonczona,
32403,Zakonczona,
32404,Zakonczona,
32405,Zakonczona,
32406,Zakonczona,
32407,Zakonczona,
32408,Zakonczona,
32409,Zakonczona,
32410,Oczekujaca,
32411,Zakonczona,
32412,Zakonczona,
32413,Zakonczona,
32414,Zakonczona,
32415,Zakonczona,
32416,Oczekujaca,
32417,Zakonczona,
32418,Zakonczona,
32419,Zakonczona,
32420,Zakonczona,
32421,Odwolana,
32422,Zakonczona,
32423,Zakonczona,
32424,Zakonczona,
32425,Zakonczona,
32426,Zakonczona,
32427,Zakonczona,
32428,Zakonczona,
32429,Zakonczona,
32430,Zakonczona,
32431,Zakonczona,
32432,Zakonczona,
32433,Zakonczona,
32434,Zakonczona,
32435,Zakonczona,
32436,Zakonczona,
32437,Zakonczona,
32438,Zakonczona,
32439,Zakonczona,
32440,Zakonczona,
32441,Zakonczona,
32442,Zakonczona,
32443,Zakonczona,
32444,Zakonczona,
32445,Zakonczona,
32446,Zakonczona,
32447,Zakonczona,
32448,Zakonczona,
32449,Zakonczona,
32450,Zakonczona,
32451,Zakonczona,
32452,Zakonczona,
32453,Odwolana,
32454,Zakonczona,
32455,Oczekujaca,
32456,Zakonczona,
32457,Zakonczona,
32458,Oczekujaca,
32459,Zakonczona,
32460,Zakonczona,
32461,Zakonczona,
32462,Zakonczona,
32463,Zakonczona,
32464,Zakonczona,
32465,Zakonczona,
32466,Zakonczona,
32467,Zakonczona,
32468,Zakonczona,
32469,Zakonczona,
32470,Zakonczona,
32471,Zakonczona,
32472,Zakonczona,
32473,Zakonczona,
32474,Odwolana,
32475,Zakonczona,
32476,Zakonczona,
32477,Zakonczona,
32478,Zakonczona,
32479,Zakonczona,
32480,Zakonczona,
32481,Zakonczona,
32482,Zakonczona,
32483,Zakonczona,
32484,Zakonczona,
32485,Zakonczona,
32486,Zakonczona,
32487,Zakonczona,
32488,Odwolana,
32489,Zakonczona,
32490,Zakonczona,
32491,Zakonczona,
32492,Zakonczona,
32493,Zakonczona,
32494,Zakonczona,
32495,Zakonczona,
32496,Zakonczona,
32497,Zakonczona,
32498,Zakonczona,
32499,Oczekujaca,
32500,Zakonczona,
32501,Zakonczona,
32502,Zakonczona,
32503,Zakonczona,
32504,Odwolana,
32505,Zakonczona,
32506,Zakonczona,
32507,Zakonczona,
32508,Zakonczona,
32509,Zakonczona,
32510,Zakonczona,
32511,Zakonczona,
32512,Odwolana,
32513,Oczekujaca,
32514,Zakonczona,
32515,Zakonczona,
32516,Zakonczona,
32517,Zakonczona,
32518,Zakonczona,
32519,Zakonczona,
32520,Odwolana,
32521,Zakonczona,
32522,Zakonczona,
32523,Zakonczona,
32524,Zakonczona,
32525,Zakonczona,
32526,Zakonczona,
32527,Zakonczona,
32528,Zakonczona,
32529,Oczekujaca,
32530,Zakonczona,
32531,Zakonczona,
32532,Zakonczona,
32533,Zakonczona,
32534,Oczekujaca,
32535,Zakonczona,
32536,Zakonczona,
32537,Odwolana,
32538,Zakonczona,
32539,Zakonczona,
32540,Zakonczona,
32541,Zakonczona,
32542,Zakonczona,
32543,Zakonczona,
32544,Odwolana,
32545,Zakonczona,
32546,Zakonczona,
32547,Zakonczona,
32548,Zakonczona,
32549,Zakonczona,
32550,Zakonczona,
32551,Zakonczona,
32552,Zakonczona,
32553,Zakonczona,
32554,Zakonczona,
32555,Zakonczona,
32556,Zakonczona,
32557,Zakonczona,
32558,Zakonczona,
32559,Zakonczona,
32560,Zakonczona,
32561,Odwolana,
32562,Zakonczona,
32563,Zakonczona,
32564,Zakonczona,
32565,Zakonczona,
32566,Zakonczona,
32567,Oczekujaca,
32568,Zakonczona,
32569,Zakonczona,
32570,Zakonczona,
32571,Zakonczona,
32572,Odwolana,
32573,Zakonczona,
32574,Odwolana,
32575,Zakonczona,
32576,Zakonczona,
32577,Zakonczona,
32578,Zakonczona,
32579,Oczekujaca,
32580,Odwolana,
32581,Zakonczona,
32582,Zakonczona,
32583,Zakonczona,
32584,Zakonczona,
32585,Zakonczona,
32586,Zakonczona,
32587,Zakonczona,
32588,Zakonczona,
32589,Zakonczona,
32590,Zakonczona,
32591,Zakonczona,
32592,Zakonczona,
32593,Odwolana,
32594,Zakonczona,
32595,Zakonczona,
32596,Odwolana,
32597,Zakonczona,
32598,Zakonczona,
32599,Zakonczona,
32600,Zakonczona,
32601,Zakonczona,
32602,Zakonczona,
32603,Zakonczona,
32604,Zakonczona,
32605,Zakonczona,
32606,Zakonczona,
32607,Zakonczona,
32608,Zakonczona,
32609,Zakonczona,
32610,Zakonczona,
32611,Odwolana,
32612,Zakonczona,
32613,Oczekujaca,
32614,Zakonczona,
32615,Zakonczona,
32616,Zakonczona,
32617,Zakonczona,
32618,Zakonczona,
32619,Zakonczona,
32620,Zakonczona,
32621,Zakonczona,
32622,Zakonczona,
32623,Zakonczona,
32624,Zakonczona,
32625,Zakonczona,
32626,Zakonczona,
32627,Zakonczona,
32628,Zakonczona,
32629,Zakonczona,
32630,Zakonczona,
32631,Zakonczona,
32632,Zakonczona,
32633,Zakonczona,
32634,Zakonczona,
32635,Zakonczona,
32636,Zakonczona,
32637,Zakonczona,
32638,Zakonczona,
32639,Zakonczona,
32640,Zakonczona,
32641,Zakonczona,
32642,Zakonczona,
32643,Zakonczona,
32644,Oczekujaca,
32645,Zakonczona,
32646,Zakonczona,
32647,Zakonczona,
32648,Zakonczona,
32649,Zakonczona,
32650,Zakonczona,
32651,Zakonczona,
32652,Zakonczona,
32653,Zakonczona,
32654,Zakonczona,
32655,Zakonczona,
32656,Oczekujaca,
32657,Zakonczona,
32658,Zakonczona,
32659,Zakonczona,
32660,Zakonczona,
32661,Zakonczona,
32662,Zakonczona,
32663,Zakonczona,
32664,Zakonczona,
32665,Oczekujaca,
32666,Zakonczona,
32667,Zakonczona,
32668,Zakonczona,
32669,Odwolana,
32670,Zakonczona,
32671,Zakonczona,
32672,Zakonczona,
32673,Zakonczona,
32674,Zakonczona,
32675,Zakonczona,
32676,Zakonczona,
32677,Zakonczona,
32678,Zakonczona,
32679,Zakonczona,
32680,Zakonczona,
32681,Zakonczona,
32682,Zakonczona,
32683,Zakonczona,
32684,Zakonczona,
32685,Odwolana,
32686,Zakonczona,
32687,Odwolana,
32688,Zakonczona,
32689,Zakonczona,
32690,Zakonczona,
32691,Zakonczona,
32692,Zakonczona,
32693,Zakonczona,
32694,Zakonczona,
32695,Zakonczona,
32696,Zakonczona,
32697,Zakonczona,
32698,Zakonczona,
32699,Zakonczona,
32700,Zakonczona,
32701,Zakonczona,
32702,Zakonczona,
32703,Zakonczona,
32704,Zakonczona,
32705,Zakonczona,
32706,Zakonczona,
32707,Oczekujaca,
32708,Zakonczona,
32709,Zakonczona,
32710,Zakonczona,
32711,Zakonczona,
32712,Zakonczona,
32713,Zakonczona,
32714,Zakonczona,
32715,Zakonczona,
32716,Zakonczona,
32717,Zakonczona,
32718,Zakonczona,
32719,Zakonczona,
32720,Zakonczona,
32721,Zakonczona,
32722,Zakonczona,
32723,Zakonczona,
32724,Zakonczona,
32725,Zakonczona,
32726,Zakonczona,
32727,Zakonczona,
32728,Zakonczona,
32729,Zakonczona,
32730,Zakonczona,
32731,Zakonczona,
32732,Zakonczona,
32733,Zakonczona,
32734,Zakonczona,
32735,Odwolana,
32736,Zakonczona,
32737,Zakonczona,
32738,Zakonczona,
32739,Zakonczona,
32740,Zakonczona,
32741,Zakonczona,
32742,Zakonczona,
32743,Zakonczona,
32744,Zakonczona,
32745,Zakonczona,
32746,Odwolana,
32747,Zakonczona,
32748,Zakonczona,
32749,Zakonczona,
32750,Zakonczona,
32751,Zakonczona,
32752,Zakonczona,
32753,Zakonczona,
32754,Zakonczona,
32755,Zakonczona,
32756,Zakonczona,
32757,Zakonczona,
32758,Zakonczona,
32759,Zakonczona,
32760,Zakonczona,
32761,Oczekujaca,
32762,Oczekujaca,
32763,Zakonczona,
32764,Zakonczona,
32765,Zakonczona,
32766,Zakonczona,
32767,Zakonczona,
32768,Zakonczona,
32769,Zakonczona,
32770,Zakonczona,
32771,Zakonczona,
32772,Zakonczona,
32773,Zakonczona,
32774,Zakonczona,
32775,Zakonczona,
32776,Oczekujaca,
32777,Zakonczona,
32778,Zakonczona,
32779,Zakonczona,
32780,Oczekujaca,
32781,Zakonczona,
32782,Zakonczona,
32783,Zakonczona,
32784,Zakonczona,
32785,Zakonczona,
32786,Zakonczona,
32787,Zakonczona,
32788,Zakonczona,
32789,Zakonczona,
32790,Zakonczona,
32791,Zakonczona,
32792,Zakonczona,
32793,Zakonczona,
32794,Zakonczona,
32795,Zakonczona,
32796,Zakonczona,
32797,Zakonczona,
32798,Zakonczona,
32799,Zakonczona,
32800,Zakonczona,
32801,Zakonczona,
32802,Zakonczona,
32803,Zakonczona,
32804,Oczekujaca,
32805,Zakonczona,
32806,Zakonczona,
32807,Zakonczona,
32808,Zakonczona,
32809,Zakonczona,
32810,Oczekujaca,
32811,Zakonczona,
32812,Zakonczona,
32813,Odwolana,
32814,Zakonczona,
32815,Zakonczona,
32816,Zakonczona,
32817,Zakonczona,
32818,Odwolana,
32819,Zakonczona,
32820,Zakonczona,
32821,Zakonczona,
32822,Zakonczona,
32823,Zakonczona,
32824,Odwolana,
32825,Zakonczona,
32826,Zakonczona,
32827,Odwolana,
32828,Zakonczona,
32829,Zakonczona,
32830,Odwolana,
32831,Zakonczona,
32832,Zakonczona,
32833,Zakonczona,
32834,Zakonczona,
32835,Zakonczona,
32836,Zakonczona,
32837,Zakonczona,
32838,Zakonczona,
32839,Odwolana,
32840,Zakonczona,
32841,Oczekujaca,
32842,Zakonczona,
32843,Zakonczona,
32844,Zakonczona,
32845,Zakonczona,
32846,Zakonczona,
32847,Zakonczona,
32848,Zakonczona,
32849,Zakonczona,
32850,Zakonczona,
32851,Zakonczona,
32852,Zakonczona,
32853,Zakonczona,
32854,Zakonczona,
32855,Zakonczona,
32856,Zakonczona,
32857,Zakonczona,
32858,Zakonczona,
32859,Zakonczona,
32860,Zakonczona,
32861,Zakonczona,
32862,Zakonczona,
32863,Odwolana,
32864,Zakonczona,
32865,Zakonczona,
32866,Zakonczona,
32867,Zakonczona,
32868,Zakonczona,
32869,Zakonczona,
32870,Zakonczona,
32871,Zakonczona,
32872,Zakonczona,
32873,Zakonczona,
32874,Zakonczona,
32875,Zakonczona,
32876,Zakonczona,
32877,Zakonczona,
32878,Zakonczona,
32879,Zakonczona,
32880,Zakonczona,
32881,Zakonczona,
32882,Zakonczona,
32883,Zakonczona,
32884,Zakonczona,
32885,Zakonczona,
32886,Zakonczona,
32887,Zakonczona,
32888,Zakonczona,
32889,Oczekujaca,
32890,Oczekujaca,
32891,Zakonczona,
32892,Zakonczona,
32893,Zakonczona,
32894,Zakonczona,
32895,Zakonczona,
32896,Zakonczona,
32897,Zakonczona,
32898,Zakonczona,
32899,Zakonczona,
32900,Zakonczona,
32901,Odwolana,
32902,Zakonczona,
32903,Zakonczona,
32904,Zakonczona,
32905,Odwolana,
32906,Zakonczona,
32907,Zakonczona,
32908,Zakonczona,
32909,Zakonczona,
32910,Zakonczona,
32911,Zakonczona,
32912,Zakonczona,
32913,Zakonczona,
32914,Zakonczona,
32915,Zakonczona,
32916,Zakonczona,
